content_id,format_id,format_name,hypothesis,platform,title,description,duration,created_at,views_count,likes_count,comments_count,shares_count,save_count,views_to_follower_ratio,is_10x_content,creator_id,creator_name,creator_followers,video_url,media_url,thumbnail_url,view_tier,search_strategy,human_verified_status
7572802229111917854,imperative-that-you-skip,imperative that you skip,"A 'sage advice' format that gives counter-intuitive but highly relatable recommendations for navigating life stages. The serious tone ('it is imperative') contrasts with the rebellious advice (skipping a lecture), making it humorous and validating a universal experience.

Pattern: {""text_overlay_pattern"": ""'In your [life stage] there will be a [common challenge]. It is imperative that you [do the relatable, rebellious action].'"", ""voice_over_pattern"": ""Typically uses an unrelated, aesthetic or trending sound."", ""visual_pattern"": ""The text is overlaid on a scenic, aesthetic, or mundane video (e.g., city view, nature, commute).""}

Confidence: high",tiktok,Cause that man is a CHEATER run away bestie  #fyp ,Cause that man is a CHEATER run away bestie  #fyp ,12,2025-11-15T12:20:33+00:00,5538,413,0,20,0,3.22,False,nomanuela,Manu,1718,https://www.tiktok.com/@nomanuela/video/7572802229111917854,https://storage.googleapis.com/vizzylabs-source/media/7572802229111917854.mp4,https://storage.googleapis.com/vizzylabs-source/thumbnails/7572802229111917854.jpg,1K-10K,diversified,correct
7571950007989849399,imperative-that-you-skip,imperative that you skip,"A 'sage advice' format that gives counter-intuitive but highly relatable recommendations for navigating life stages. The serious tone ('it is imperative') contrasts with the rebellious advice (skipping a lecture), making it humorous and validating a universal experience.

Pattern: {""text_overlay_pattern"": ""'In your [life stage] there will be a [common challenge]. It is imperative that you [do the relatable, rebellious action].'"", ""voice_over_pattern"": ""Typically uses an unrelated, aesthetic or trending sound."", ""visual_pattern"": ""The text is overlaid on a scenic, aesthetic, or mundane video (e.g., city view, nature, commute).""}

Confidence: high",tiktok,I hope every person gets a chapter where it’s just you & your dog 🥹🥹 #dog #goldenretriever ,I hope every person gets a chapter where it’s just you & your dog 🥹🥹 #dog #goldenretriever ,18,2025-11-13T05:13:44+00:00,1241438,234433,931,17166,0,2.51,False,dukethatgolden,Duke The Golden,493727,https://www.tiktok.com/@dukethatgolden/video/7571950007989849399,https://storage.googleapis.com/vizzylabs-source/media/7571950007989849399.mp4,https://storage.googleapis.com/vizzylabs-source/thumbnails/7571950007989849399.jpg,1M+,diversified,correct
7574258897473654037,study-till-the-ice-melts,Study Till the Ice Melts,"A 'study challenge' format that gamifies the act of studying by using a physical, visual timer (melting ice). It's relatable to students looking for motivation and structure, and the visual nature of the challenge makes it perfect for time-lapse videos.

Pattern: {""text_overlay_pattern"": ""'Study Till the [Object] [Changes]' (e.g., 'Ice Melts', 'Candle Burns Out'). Often includes time-stamps or commentary."", ""voice_over_pattern"": ""Usually a trending audio or study-focused music, sometimes with creator commentary on the challenge's progress."", ""visual_pattern"": ""A time-lapse of the creator studying while the physical object (a bowl of ice, a candle) visibly changes over time in the foreground.""}

Confidence: high",tiktok,I had to clean up SO MUCH water #studying #icemelting #studymotivation #study ,I had to clean up SO MUCH water #studying #icemelting #studymotivation #study ,30,2025-11-19T10:33:01+00:00,605071,33232,80,1938,1259,57.77,True,bwong428,bwong428,10474,https://www.tiktok.com/@bwong428/video/7574258897473654037,https://storage.googleapis.com/vizzylabs-source/media/7574258897473654037.mp4,https://storage.googleapis.com/vizzylabs-source/thumbnails/7574258897473654037.jpg,100K-1M,original,correct
7572464171539827986,study-till-the-ice-melts,Study Till the Ice Melts,"A 'study challenge' format that gamifies the act of studying by using a physical, visual timer (melting ice). It's relatable to students looking for motivation and structure, and the visual nature of the challenge makes it perfect for time-lapse videos.

Pattern: {""text_overlay_pattern"": ""'Study Till the [Object] [Changes]' (e.g., 'Ice Melts', 'Candle Burns Out'). Often includes time-stamps or commentary."", ""voice_over_pattern"": ""Usually a trending audio or study-focused music, sometimes with creator commentary on the challenge's progress."", ""visual_pattern"": ""A time-lapse of the creator studying while the physical object (a bowl of ice, a candle) visibly changes over time in the foreground.""}

Confidence: high",tiktok,Study until ice melts.. fail! 😃#studytok ,Study until ice melts.. fail! 😃#studytok ,59,2025-11-14T14:28:30+00:00,353,20,4,0,0,0.22,False,freyastudy,Ai Study,1629,https://www.tiktok.com/@freyastudy/video/7572464171539827986,https://storage.googleapis.com/vizzylabs-source/media/7572464171539827986.mp4,https://storage.googleapis.com/vizzylabs-source/thumbnails/7572464171539827986.jpg,100-1K,diversified,correct
7573178523586743573,study-till-the-ice-melts,Study Till the Ice Melts,"A 'study challenge' format that gamifies the act of studying by using a physical, visual timer (melting ice). It's relatable to students looking for motivation and structure, and the visual nature of the challenge makes it perfect for time-lapse videos.

Pattern: {""text_overlay_pattern"": ""'Study Till the [Object] [Changes]' (e.g., 'Ice Melts', 'Candle Burns Out'). Often includes time-stamps or commentary."", ""voice_over_pattern"": ""Usually a trending audio or study-focused music, sometimes with creator commentary on the challenge's progress."", ""visual_pattern"": ""A time-lapse of the creator studying while the physical object (a bowl of ice, a candle) visibly changes over time in the foreground.""}

Confidence: high",tiktok,At least I got a redbull 🙏😔  #foryoupage #fyp #fypシ゚ #study #school ,At least I got a redbull 🙏😔  #foryoupage #fyp #fypシ゚ #study #school ,43,2025-11-16T12:40:36+00:00,1319,100,3,1,0,0.29,False,bishweenit,Usudii,4514,https://www.tiktok.com/@bishweenit/video/7573178523586743573,https://storage.googleapis.com/vizzylabs-source/media/7573178523586743573.mp4,https://storage.googleapis.com/vizzylabs-source/thumbnails/7573178523586743573.jpg,1K-10K,diversified,correct
7570839221989149970,study-till-the-ice-melts,Study Till the Ice Melts,"A 'study challenge' format that gamifies the act of studying by using a physical, visual timer (melting ice). It's relatable to students looking for motivation and structure, and the visual nature of the challenge makes it perfect for time-lapse videos.

Pattern: {""text_overlay_pattern"": ""'Study Till the [Object] [Changes]' (e.g., 'Ice Melts', 'Candle Burns Out'). Often includes time-stamps or commentary."", ""voice_over_pattern"": ""Usually a trending audio or study-focused music, sometimes with creator commentary on the challenge's progress."", ""visual_pattern"": ""A time-lapse of the creator studying while the physical object (a bowl of ice, a candle) visibly changes over time in the foreground.""}

Confidence: high",tiktok,As you can see we are locked in 🔒 #studywithme #studytillicemelts #upandgo #endofyearexams ,As you can see we are locked in 🔒 #studywithme #studytillicemelts #upandgo #endofyearexams ,21,2025-11-10T05:22:58+00:00,255017,447,18,9,0,3.99,False,upandgo,UP&GO,63943,https://www.tiktok.com/@upandgo/video/7570839221989149970,https://storage.googleapis.com/vizzylabs-source/media/7570839221989149970.mp4,https://storage.googleapis.com/vizzylabs-source/thumbnails/7570839221989149970.jpg,100K-1M,diversified,correct
7571804073612070151,study-till-the-ice-melts,Study Till the Ice Melts,"A 'study challenge' format that gamifies the act of studying by using a physical, visual timer (melting ice). It's relatable to students looking for motivation and structure, and the visual nature of the challenge makes it perfect for time-lapse videos.

Pattern: {""text_overlay_pattern"": ""'Study Till the [Object] [Changes]' (e.g., 'Ice Melts', 'Candle Burns Out'). Often includes time-stamps or commentary."", ""voice_over_pattern"": ""Usually a trending audio or study-focused music, sometimes with creator commentary on the challenge's progress."", ""visual_pattern"": ""A time-lapse of the creator studying while the physical object (a bowl of ice, a candle) visibly changes over time in the foreground.""}

Confidence: high",tiktok,Red Bull — It gives you wings. | #study #studytok #icemelting #studytimelapse #studymotivation,Red Bull — It gives you wings. | #study #studytok #icemelting #studytimelapse #studymotivation,15,2025-11-12T11:47:00+00:00,1617997,66890,135,1378,2719,134.36,True,tatsukizeirishi,tatsuki.,12042,https://www.tiktok.com/@tatsukizeirishi/video/7571804073612070151,https://storage.googleapis.com/vizzylabs-source/media/7571804073612070151.mp4,https://storage.googleapis.com/vizzylabs-source/thumbnails/7571804073612070151.jpg,1M+,diversified,correct
7540481368430595383,study-till-the-ice-melts,Study Till the Ice Melts,"A 'study challenge' format that gamifies the act of studying by using a physical, visual timer (melting ice). It's relatable to students looking for motivation and structure, and the visual nature of the challenge makes it perfect for time-lapse videos.

Pattern: {""text_overlay_pattern"": ""'Study Till the [Object] [Changes]' (e.g., 'Ice Melts', 'Candle Burns Out'). Often includes time-stamps or commentary."", ""voice_over_pattern"": ""Usually a trending audio or study-focused music, sometimes with creator commentary on the challenge's progress."", ""visual_pattern"": ""A time-lapse of the creator studying while the physical object (a bowl of ice, a candle) visibly changes over time in the foreground.""}

Confidence: high",tiktok,just like that my entire day gone!! Yay!! ☺️  #studytok #icemelting #timelapse #fyp #studying ,just like that my entire day gone!! Yay!! ☺️  #studytok #icemelting #timelapse #fyp #studying ,13,2025-08-20T09:59:06+00:00,17500343,1632100,2182,61623,0,393.71,True,jasonchungg,jason,44450,https://www.tiktok.com/@jasonchungg/video/7540481368430595383,https://storage.googleapis.com/vizzylabs-source/media/7540481368430595383.mp4,https://storage.googleapis.com/vizzylabs-source/thumbnails/7540481368430595383.jpg,1M+,diversified,correct
7541424448654642454,study-till-the-ice-melts,Study Till the Ice Melts,"A 'study challenge' format that gamifies the act of studying by using a physical, visual timer (melting ice). It's relatable to students looking for motivation and structure, and the visual nature of the challenge makes it perfect for time-lapse videos.

Pattern: {""text_overlay_pattern"": ""'Study Till the [Object] [Changes]' (e.g., 'Ice Melts', 'Candle Burns Out'). Often includes time-stamps or commentary."", ""voice_over_pattern"": ""Usually a trending audio or study-focused music, sometimes with creator commentary on the challenge's progress."", ""visual_pattern"": ""A time-lapse of the creator studying while the physical object (a bowl of ice, a candle) visibly changes over time in the foreground.""}

Confidence: high",tiktok,Can you tell I was impatient 💀  #studytok #stem #studywithme,Can you tell I was impatient 💀  #studytok #stem #studywithme,15,2025-08-22T14:58:34+00:00,8664958,625872,555,6682,13679,15.77,True,freya.loren,freya.loren,539616,https://www.tiktok.com/@freya.loren/video/7541424448654642454,https://storage.googleapis.com/vizzylabs-source/media/7541424448654642454.mp4,https://storage.googleapis.com/vizzylabs-source/thumbnails/7541424448654642454.jpg,1M+,diversified,correct
7566586754149420309,study-till-the-ice-melts,Study Till the Ice Melts,"A 'study challenge' format that gamifies the act of studying by using a physical, visual timer (melting ice). It's relatable to students looking for motivation and structure, and the visual nature of the challenge makes it perfect for time-lapse videos.

Pattern: {""text_overlay_pattern"": ""'Study Till the [Object] [Changes]' (e.g., 'Ice Melts', 'Candle Burns Out'). Often includes time-stamps or commentary."", ""voice_over_pattern"": ""Usually a trending audio or study-focused music, sometimes with creator commentary on the challenge's progress."", ""visual_pattern"": ""A time-lapse of the creator studying while the physical object (a bowl of ice, a candle) visibly changes over time in the foreground.""}

Confidence: high",tiktok,This one took ages to melt I don’t know why 😭. More than 6 hours and I failed. #studying #studytok #studygram #timelapse ,This one took ages to melt I don’t know why 😭. More than 6 hours and I failed. #studying #studytok #studygram #timelapse ,11,2025-10-29T18:21:09+00:00,5581,74,4,4,0,1.21,False,productive.rowan,productive.rowan,4599,https://www.tiktok.com/@productive.rowan/video/7566586754149420309,https://storage.googleapis.com/vizzylabs-source/media/7566586754149420309.mp4,https://storage.googleapis.com/vizzylabs-source/thumbnails/7566586754149420309.jpg,1K-10K,diversified,correct
7573696162813758742,manifesting-i-pass-exams,Manifesting I pass exams,"Taps into the popular belief in manifestation and the shared anxiety around exams. It's a low-effort format for creators and viewers to feel a sense of control and positive reinforcement around a stressful life event.

Pattern: {""text_overlay_pattern"": ""'Manifesting [personal goal]'"", ""voice_over_pattern"": ""A simple declaration of the text overlay."", ""visual_pattern"": ""Creator looks at the camera, often performing a simple symbolic action related to the goal (e.g., holding a notebook, writing).""}

Confidence: medium",tiktok,#studytok #school #astraai #studying #study ,#studytok #school #astraai #studying #study ,7,2025-11-17T22:09:18+00:00,113056,33565,2487,2691,4918,146.26,True,study.with.mia98,study with mia,773,https://www.tiktok.com/@study.with.mia98/video/7573696162813758742,https://storage.googleapis.com/vizzylabs-source/media/7573696162813758742.mp4,https://storage.googleapis.com/vizzylabs-source/thumbnails/7573696162813758742.jpg,100K-1M,original,correct
7550346771134713101,manifesting-i-pass-exams,Manifesting I pass exams,"Taps into the popular belief in manifestation and the shared anxiety around exams. It's a low-effort format for creators and viewers to feel a sense of control and positive reinforcement around a stressful life event.

Pattern: {""text_overlay_pattern"": ""'Manifesting [personal goal]'"", ""voice_over_pattern"": ""A simple declaration of the text overlay."", ""visual_pattern"": ""Creator looks at the camera, often performing a simple symbolic action related to the goal (e.g., holding a notebook, writing).""}

Confidence: medium",tiktok,Let me help you. 🙇🏾 #relatable #college #funny #fyp #xyzbca ,Let me help you. 🙇🏾 #relatable #college #funny #fyp #xyzbca ,6,2025-09-16T00:02:43+00:00,494368,140557,1819,23877,0,461.59,True,jdyn14u,jdynn,1071,https://www.tiktok.com/@jdyn14u/video/7550346771134713101,https://storage.googleapis.com/vizzylabs-source/media/7550346771134713101.mp4,https://storage.googleapis.com/vizzylabs-source/thumbnails/7550346771134713101.jpg,100K-1M,diversified,correct
7544713524203834631,manifesting-i-pass-exams,Manifesting I pass exams,"Taps into the popular belief in manifestation and the shared anxiety around exams. It's a low-effort format for creators and viewers to feel a sense of control and positive reinforcement around a stressful life event.

Pattern: {""text_overlay_pattern"": ""'Manifesting [personal goal]'"", ""voice_over_pattern"": ""A simple declaration of the text overlay."", ""visual_pattern"": ""Creator looks at the camera, often performing a simple symbolic action related to the goal (e.g., holding a notebook, writing).""}

Confidence: medium",tiktok,I will pass all of my exams #exams #manifest #333 #888 #fyp ,I will pass all of my exams #exams #manifest #333 #888 #fyp ,9,2025-08-31T19:41:53+00:00,527738,147079,3832,35366,0,634.3,True,eddjiottt,.,832,https://www.tiktok.com/@eddjiottt/video/7544713524203834631,https://storage.googleapis.com/vizzylabs-source/media/7544713524203834631.mp4,https://storage.googleapis.com/vizzylabs-source/thumbnails/7544713524203834631.jpg,100K-1M,diversified,correct
7485925834004516127,manifesting-i-pass-exams,Manifesting I pass exams,"Taps into the popular belief in manifestation and the shared anxiety around exams. It's a low-effort format for creators and viewers to feel a sense of control and positive reinforcement around a stressful life event.

Pattern: {""text_overlay_pattern"": ""'Manifesting [personal goal]'"", ""voice_over_pattern"": ""A simple declaration of the text overlay."", ""visual_pattern"": ""Creator looks at the camera, often performing a simple symbolic action related to the goal (e.g., holding a notebook, writing).""}

Confidence: medium",tiktok,I need that jawn too so I had to put that extra work in #college #student #exams #manifesting #foryoupage #day15,I need that jawn too so I had to put that extra work in #college #student #exams #manifesting #foryoupage #day15,5,2025-03-26T09:35:58+00:00,4587677,1002732,6441,277415,0,4864.98,True,morethanmerk,Merk,943,https://www.tiktok.com/@morethanmerk/video/7485925834004516127,https://storage.googleapis.com/vizzylabs-source/media/7485925834004516127.mp4,https://storage.googleapis.com/vizzylabs-source/thumbnails/7485925834004516127.jpg,1M+,diversified,correct
7573718964656770326,what-we-look-like-vs-what-we-listen-to,What we look like vs what we listen to,"The humor and relatability come from the stark contrast between a person's serious external appearance and their chaotic or fun internal world (represented by their music choice). It's a low-effort, high-impact way to reveal personality.

Pattern: {""text_overlay_pattern"": ""A phrase following the structure 'What I/we look like [doing activity] vs what I/we listen to'."", ""voice_over_pattern"": ""An unexpected, humorous, or thematically dissonant song/audio that serves as the punchline."", ""visual_pattern"": ""A static or simple shot of a person/people looking focused, serious, or neutral while performing a mundane task like studying or working.""}

Confidence: high",tiktok,#lockedin #studying #examseason #studytok,#lockedin #studying #examseason #studytok,10,2025-11-17T15:37:46+00:00,388242,85198,368,11706,4648,459.46,True,maxktya,Kat and Max,791,https://www.tiktok.com/@maxktya/video/7573718964656770326,https://storage.googleapis.com/vizzylabs-source/media/7573718964656770326.mp4,https://storage.googleapis.com/vizzylabs-source/thumbnails/7573718964656770326.jpg,100K-1M,original,correct
7566842244116925704,what-we-look-like-vs-what-we-listen-to,What we look like vs what we listen to,"The humor and relatability come from the stark contrast between a person's serious external appearance and their chaotic or fun internal world (represented by their music choice). It's a low-effort, high-impact way to reveal personality.

Pattern: {""text_overlay_pattern"": ""A phrase following the structure 'What I/we look like [doing activity] vs what I/we listen to'."", ""voice_over_pattern"": ""An unexpected, humorous, or thematically dissonant song/audio that serves as the punchline."", ""visual_pattern"": ""A static or simple shot of a person/people looking focused, serious, or neutral while performing a mundane task like studying or working.""}

Confidence: high",tiktok,Khmer remix >> #studytok ,Khmer remix >> #studytok ,18,2025-10-30T10:52:36+00:00,905,74,3,4,0,1.88,False,sydneyeatswithnita,Repostaholic,482,https://www.tiktok.com/@sydneyeatswithnita/video/7566842244116925704,https://storage.googleapis.com/vizzylabs-source/media/7566842244116925704.mp4,https://storage.googleapis.com/vizzylabs-source/thumbnails/7566842244116925704.jpg,100-1K,diversified,correct
7571576938230287647,what-we-look-like-vs-what-we-listen-to,What we look like vs what we listen to,"The humor and relatability come from the stark contrast between a person's serious external appearance and their chaotic or fun internal world (represented by their music choice). It's a low-effort, high-impact way to reveal personality.

Pattern: {""text_overlay_pattern"": ""A phrase following the structure 'What I/we look like [doing activity] vs what I/we listen to'."", ""voice_over_pattern"": ""An unexpected, humorous, or thematically dissonant song/audio that serves as the punchline."", ""visual_pattern"": ""A static or simple shot of a person/people looking focused, serious, or neutral while performing a mundane task like studying or working.""}

Confidence: high",tiktok,@DEATH CODE thanks for the study inspo!!  #edm #studyhacks ,@DEATH CODE thanks for the study inspo!!  #edm #studyhacks ,15,2025-11-12T05:05:53+00:00,1249,143,1,1,0,21.17,True,patheticsorrows,miss red❤️,59,https://www.tiktok.com/@patheticsorrows/video/7571576938230287647,https://storage.googleapis.com/vizzylabs-source/media/7571576938230287647.mp4,https://storage.googleapis.com/vizzylabs-source/thumbnails/7571576938230287647.jpg,1K-10K,diversified,correct
